post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score
223,Instagram,text,2023-12-29 01:30,Disappointed but moving on.,"#Photography, #InstaDaily, #Travel",1579,90,908,27,3,1,Friday,negative
224,Facebook,poll,2023-03-28 01:30,"New post, check it out!","#Marketing, #Friends",4942,233,94,23,2,1,Tuesday,neutral
225,Facebook,video,2023-08-23 22:15,Feeling down today.,"#Events, #Social, #Friends",104,170,97,19,3,22,Wednesday,negative
226,Facebook,video,2023-07-21 10:00,Exciting news! 🚀,#Social,5000,10,95,16,1,10,Friday,positive
227,Twitter,image,2023-07-17 07:15,Not my best day. 😞,"#Politics, #News, #Memes",446,117,470,18,3,7,Monday,negative
228,Twitter,text,2023-09-12 08:45,Just another day.,#Trending,21,44,46,17,1,8,Tuesday,neutral
229,Instagram,poll,2023-06-30 06:30,What do you think?,#Fashion,958,104,686,18,1,6,Friday,neutral
230,Instagram,carousel,2023-09-24 09:00,Could be better.,"#Photography, #Fashion, #Foodie",4990,82,43,16,3,9,Sunday,negative
231,Instagram,text,2023-01-19 16:45,"New post, check it out!","#Fitness, #Travel, #Tech",834,246,667,23,3,16,Thursday,neutral
232,Twitter,text,2023-02-26 14:30,Could be better.,"#News, #Tech",1291,164,224,16,2,14,Sunday,negative
233,Facebook,video,2023-08-19 10:30,Here's a quick update.,"#Friends, #Events, #Marketing",3404,330,16,22,3,10,Saturday,neutral
234,Twitter,video,2023-05-29 05:00,What do you think?,"#Politics, #Entertainment",854,171,41,18,2,5,Monday,neutral
235,Twitter,video,2023-05-26 20:15,Amazing experience! 🌟,#Memes,4222,211,184,21,1,20,Friday,positive
236,Instagram,text,2023-01-18 23:45,Disappointed but moving on.,#Beauty,445,174,994,27,1,23,Wednesday,negative
237,Facebook,text,2023-08-17 03:00,Here's a quick update.,"#Friends, #Social, #Events",1143,56,815,22,3,3,Thursday,neutral
238,Facebook,poll,2023-02-15 15:45,Could be better.,"#Family, #Marketing, #Events",4685,73,838,16,3,15,Wednesday,negative
239,Facebook,carousel,2023-05-22 09:00,Just another day.,#Events,80,458,75,17,1,9,Monday,neutral
240,Facebook,poll,2023-02-21 11:00,Disappointed but moving on.,#Community,3283,467,997,27,1,11,Tuesday,negative
241,Facebook,text,2023-12-12 10:30,Not my best day. 😞,"#Family, #Events",79,320,892,18,2,10,Tuesday,negative
242,Instagram,poll,2023-08-31 21:30,Best day ever! 🎉,"#InstaDaily, #Fashion",1168,20,832,16,2,21,Thursday,positive
243,Twitter,video,2023-08-20 17:00,Loving this new vibe! 😍,"#News, #Entertainment",2733,26,424,23,2,17,Sunday,positive
244,Instagram,poll,2023-10-11 04:15,Best day ever! 🎉,#Beauty,3668,133,894,16,1,4,Wednesday,positive
245,Twitter,poll,2023-07-02 17:45,Not my best day. 😞,#Trending,3168,27,362,18,1,17,Sunday,negative
246,Instagram,image,2023-11-24 12:15,Exciting news! 🚀,#Travel,78,144,422,16,1,12,Friday,positive
247,Instagram,video,2023-06-13 01:30,Disappointed but moving on.,#Fitness,1294,170,490,27,1,1,Tuesday,negative
248,Twitter,poll,2023-01-18 12:45,Here's a quick update.,"#Trending, #Entertainment, #Sports",2054,213,349,22,3,12,Wednesday,neutral
249,Instagram,carousel,2023-01-21 17:45,Here's a quick update.,#Tech,1630,500,731,22,1,17,Saturday,neutral
250,Instagram,poll,2023-03-14 03:30,Loving this new vibe! 😍,"#Travel, #Fitness",4599,172,890,23,2,3,Tuesday,positive
251,Facebook,text,2023-09-20 13:30,Just another day.,"#Social, #Community",251,277,270,17,2,13,Wednesday,neutral
252,Instagram,image,2023-11-19 19:00,Disappointed but moving on.,"#Tech, #Beauty, #Fitness",3711,55,581,27,3,19,Sunday,negative
253,Twitter,poll,2023-02-16 17:15,Not my best day. 😞,"#Tech, #Trending, #Sports",2219,94,109,18,3,17,Thursday,negative
254,Twitter,carousel,2023-01-01 21:30,Not my best day. 😞,#Memes,2702,22,225,18,1,21,Sunday,negative
255,Twitter,poll,2023-07-16 07:45,Disappointed but moving on.,#Sports,1010,133,61,27,1,7,Sunday,negative
256,Instagram,poll,2023-06-30 07:00,Not my best day. 😞,#Fashion,4549,476,881,18,1,7,Friday,negative
257,Facebook,video,2023-02-10 08:30,Loving this new vibe! 😍,#Community,4452,425,158,23,1,8,Friday,positive
258,Facebook,video,2023-02-01 12:45,Exciting news! 🚀,"#Friends, #Social",5000,237,341,16,2,12,Wednesday,positive
259,Twitter,image,2023-09-09 17:30,What do you think?,"#Sports, #Politics, #Trending",578,185,90,18,3,17,Saturday,neutral
260,Facebook,image,2023-07-02 03:00,Best day ever! 🎉,"#Marketing, #Family",4784,475,442,16,2,3,Sunday,positive
261,Instagram,video,2023-02-21 05:00,Amazing experience! 🌟,"#Travel, #Fitness",2459,500,115,21,2,5,Tuesday,positive
262,Instagram,text,2023-02-06 09:45,Loving this new vibe! 😍,"#Fashion, #Fitness, #InstaDaily",1343,88,713,23,3,9,Monday,positive
263,Instagram,carousel,2023-06-08 23:15,Feeling down today.,"#Tech, #Foodie, #Beauty",4218,360,268,19,3,23,Thursday,negative
264,Instagram,image,2023-10-02 08:45,Just another day.,#Foodie,3086,389,702,17,1,8,Monday,neutral
265,Instagram,text,2023-01-26 15:45,Here's a quick update.,"#Foodie, #Fitness, #Tech",184,252,273,22,3,15,Thursday,neutral
266,Facebook,text,2023-07-17 09:15,Not my best day. 😞,"#Events, #Marketing",860,162,685,18,2,9,Monday,negative
267,Facebook,text,2023-02-01 21:00,Amazing experience! 🌟,#Marketing,927,46,972,21,1,21,Wednesday,positive
268,Facebook,carousel,2023-10-28 00:30,Here's a quick update.,#Family,2067,23,921,22,1,0,Saturday,neutral
269,Twitter,text,2023-04-04 09:45,Exciting news! 🚀,"#Tech, #News, #Memes",202,141,130,16,3,9,Tuesday,positive
270,Facebook,image,2023-02-18 09:45,Amazing experience! 🌟,"#Social, #Friends",3436,479,426,21,2,9,Saturday,positive
271,Instagram,text,2023-08-26 06:30,Feeling down today.,"#Photography, #Fitness",1639,125,383,19,2,6,Saturday,negative
272,Facebook,poll,2023-08-10 10:15,Amazing experience! 🌟,"#Family, #Social, #Events",3617,131,515,21,3,10,Thursday,positive
273,Instagram,video,2023-03-06 10:45,"New post, check it out!","#Foodie, #Photography",5000,500,152,23,2,10,Monday,neutral
274,Instagram,video,2023-03-02 02:30,Exciting news! 🚀,#Foodie,577,334,214,16,1,2,Thursday,positive
275,Instagram,poll,2023-01-21 16:45,Feeling down today.,#Beauty,567,403,583,19,1,16,Saturday,negative
276,Facebook,image,2023-12-11 12:30,What do you think?,"#Family, #Marketing",1124,241,907,18,2,12,Monday,neutral
277,Facebook,text,2023-02-09 07:15,Just another day.,"#Friends, #Events",905,176,370,17,2,7,Thursday,neutral
278,Instagram,poll,2023-03-08 18:45,Amazing experience! 🌟,#Tech,3234,414,54,21,1,18,Wednesday,positive
279,Instagram,text,2023-07-17 11:00,Amazing experience! 🌟,"#Foodie, #Fitness",1839,362,578,21,2,11,Monday,positive
280,Facebook,text,2023-05-14 03:30,Here's a quick update.,"#Events, #Friends, #Social",2335,338,20,22,3,3,Sunday,neutral
281,Instagram,poll,2023-04-21 14:30,Feeling down today.,"#Foodie, #Photography, #InstaDaily",1881,127,541,19,3,14,Friday,negative
282,Twitter,text,2023-03-16 16:45,Just another day.,"#Entertainment, #News, #Politics",1937,42,397,17,3,16,Thursday,neutral
283,Twitter,carousel,2023-06-10 15:15,Not my best day. 😞,#Entertainment,57,145,68,18,1,15,Saturday,negative
284,Instagram,poll,2023-02-10 01:00,Exciting news! 🚀,"#Foodie, #Photography, #Travel",3864,354,907,16,3,1,Friday,positive
285,Facebook,text,2023-07-20 07:00,Just another day.,#Community,36,381,139,17,1,7,Thursday,neutral
286,Facebook,image,2023-12-28 10:15,What do you think?,#Marketing,2008,379,72,18,1,10,Thursday,neutral
287,Instagram,poll,2023-10-28 12:45,Loving this new vibe! 😍,#Photography,2508,246,859,23,1,12,Saturday,positive
288,Twitter,text,2023-05-08 04:45,Amazing experience! 🌟,#Politics,542,86,141,21,1,4,Monday,positive
289,Instagram,text,2023-03-15 09:30,Feeling down today.,#Tech,1113,328,905,19,1,9,Wednesday,negative
290,Facebook,image,2023-12-15 12:30,Not my best day. 😞,"#Community, #Social, #Friends",5000,232,128,18,3,12,Friday,negative
291,Facebook,text,2023-07-17 23:00,Feeling down today.,#Marketing,1232,54,201,19,1,23,Monday,negative
292,Facebook,poll,2023-09-01 08:45,What do you think?,"#Family, #Social",4549,229,834,18,2,8,Friday,neutral
293,Facebook,carousel,2023-11-26 08:00,Feeling down today.,#Marketing,1570,500,763,19,1,8,Sunday,negative
294,Instagram,text,2023-11-25 03:30,Feeling down today.,#Photography,838,186,941,19,1,3,Saturday,negative
295,Facebook,poll,2023-02-17 13:00,Amazing experience! 🌟,"#Family, #Marketing",1582,445,392,21,2,13,Friday,positive
296,Instagram,poll,2023-01-29 14:45,Loving this new vibe! 😍,"#Fitness, #Travel, #Tech",3706,374,185,23,3,14,Sunday,positive
297,Twitter,image,2023-01-02 21:30,Best day ever! 🎉,#Sports,376,131,87,16,1,21,Monday,positive
298,Instagram,text,2023-05-17 02:00,Best day ever! 🎉,"#Travel, #Beauty",576,285,806,16,2,2,Wednesday,positive
299,Instagram,image,2023-10-08 13:00,"New post, check it out!","#Beauty, #Photography, #Foodie",1675,336,260,23,3,13,Sunday,neutral
300,Facebook,poll,2023-01-02 03:15,Not my best day. 😞,#Family,1379,328,29,18,1,3,Monday,negative
301,Facebook,image,2023-07-07 07:00,Here's a quick update.,#Events,4186,347,765,22,1,7,Friday,neutral
302,Instagram,poll,2023-12-21 07:30,Exciting news! 🚀,"#Photography, #Fitness, #Beauty",2184,304,777,16,3,7,Thursday,positive
303,Facebook,carousel,2023-04-29 16:30,Could be better.,"#Family, #Social",544,381,236,16,2,16,Saturday,negative
304,Instagram,image,2023-10-26 23:15,Disappointed but moving on.,"#Travel, #Fashion",3851,226,884,27,2,23,Thursday,negative
305,Instagram,carousel,2023-06-27 21:45,Not my best day. 😞,"#Tech, #Travel",3301,295,982,18,2,21,Tuesday,negative
306,Twitter,video,2023-06-22 13:30,Feeling down today.,"#News, #Entertainment, #Politics",387,225,4,19,3,13,Thursday,negative
307,Twitter,carousel,2023-12-27 17:15,Disappointed but moving on.,"#Politics, #News",626,39,233,27,2,17,Wednesday,negative
308,Facebook,carousel,2023-08-25 03:15,Loving this new vibe! 😍,"#Friends, #Family, #Community",2786,144,273,23,3,3,Friday,positive
309,Twitter,poll,2023-08-20 06:00,Loving this new vibe! 😍,#Entertainment,1294,150,198,23,1,6,Sunday,positive
310,Facebook,video,2023-01-31 18:15,Here's a quick update.,#Marketing,3958,355,978,22,1,18,Tuesday,neutral
311,Instagram,poll,2023-08-27 17:15,Loving this new vibe! 😍,"#Tech, #Foodie",3973,432,961,23,2,17,Sunday,positive
312,Facebook,image,2023-03-28 20:00,Here's a quick update.,"#Friends, #Community",360,500,833,22,2,20,Tuesday,neutral
313,Twitter,carousel,2023-09-20 18:00,Loving this new vibe! 😍,"#Politics, #Trending, #Memes",1744,246,119,23,3,18,Wednesday,positive
314,Instagram,image,2023-01-06 03:15,Loving this new vibe! 😍,"#Fashion, #InstaDaily, #Photography",1477,500,74,23,3,3,Friday,positive
315,Facebook,video,2023-06-03 02:15,Amazing experience! 🌟,"#Events, #Community, #Family",3246,500,549,21,3,2,Saturday,positive
316,Facebook,image,2023-11-13 07:45,"New post, check it out!","#Community, #Friends, #Marketing",3267,238,307,23,3,7,Monday,neutral
317,Twitter,image,2023-09-09 22:15,Disappointed but moving on.,"#Sports, #Tech, #Memes",3487,228,244,27,3,22,Saturday,negative
318,Facebook,video,2023-09-06 21:30,Best day ever! 🎉,"#Friends, #Events",5000,366,660,16,2,21,Wednesday,positive
319,Instagram,video,2023-01-29 21:00,Loving this new vibe! 😍,"#Photography, #InstaDaily, #Fashion",5000,500,433,23,3,21,Sunday,positive
320,Twitter,image,2023-06-07 04:45,Exciting news! 🚀,"#News, #Sports, #Tech",1869,152,49,16,3,4,Wednesday,positive
321,Instagram,video,2023-12-01 01:15,Here's a quick update.,"#Foodie, #Fashion, #Fitness",3907,500,415,22,3,1,Friday,neutral
322,Twitter,video,2023-04-13 12:00,Just another day.,"#Sports, #Memes",3541,47,315,17,2,12,Thursday,neutral
323,Twitter,text,2023-01-15 12:30,Exciting news! 🚀,"#Politics, #News, #Sports",600,204,178,16,3,12,Sunday,positive
324,Twitter,text,2023-12-12 18:45,Feeling down today.,"#Memes, #Politics",1909,153,27,19,2,18,Tuesday,negative
325,Facebook,video,2023-09-20 12:30,Amazing experience! 🌟,"#Marketing, #Events",1141,500,302,21,2,12,Wednesday,positive
326,Facebook,text,2023-06-22 18:30,Disappointed but moving on.,"#Community, #Marketing",3477,454,740,27,2,18,Thursday,negative
327,Instagram,text,2023-03-07 20:30,What do you think?,"#Travel, #Foodie",1040,430,198,18,2,20,Tuesday,neutral
328,Twitter,image,2023-05-08 03:30,Loving this new vibe! 😍,"#Memes, #Sports",735,129,336,23,2,3,Monday,positive
329,Instagram,carousel,2023-09-30 10:00,Just another day.,"#Photography, #Fitness",896,318,585,17,2,10,Saturday,neutral
330,Facebook,poll,2023-08-26 10:45,Not my best day. 😞,"#Events, #Social",5000,83,796,18,2,10,Saturday,negative
331,Twitter,carousel,2023-10-29 09:00,Exciting news! 🚀,#News,1026,221,49,16,1,9,Sunday,positive
332,Instagram,poll,2023-09-14 12:45,Feeling down today.,"#Photography, #Beauty, #Tech",3500,45,209,19,3,12,Thursday,negative
333,Instagram,carousel,2023-09-01 16:00,Not my best day. 😞,"#Fitness, #Beauty",1220,56,797,18,2,16,Friday,negative
334,Instagram,image,2023-05-21 00:00,Disappointed but moving on.,#Travel,945,450,106,27,1,0,Sunday,negative
335,Facebook,text,2023-04-22 03:00,Just another day.,#Friends,3282,278,847,17,1,3,Saturday,neutral
336,Facebook,text,2023-10-12 00:45,Amazing experience! 🌟,#Social,2675,292,503,21,1,0,Thursday,positive
337,Facebook,text,2023-02-12 01:45,Loving this new vibe! 😍,"#Marketing, #Events",3118,79,725,23,2,1,Sunday,positive
338,Twitter,carousel,2023-11-18 23:30,Feeling down today.,#Trending,2110,188,66,19,1,23,Saturday,negative
339,Twitter,text,2023-10-21 18:15,"New post, check it out!",#Memes,831,128,11,23,1,18,Saturday,neutral
340,Twitter,image,2023-08-30 01:45,Exciting news! 🚀,"#Entertainment, #News",569,67,68,16,2,1,Wednesday,positive
341,Facebook,poll,2023-03-21 02:15,"New post, check it out!",#Family,3279,303,158,23,1,2,Tuesday,neutral
342,Twitter,poll,2023-04-01 14:45,Exciting news! 🚀,"#Tech, #Sports",1987,216,402,16,2,14,Saturday,positive
343,Facebook,image,2023-04-17 12:30,"New post, check it out!","#Social, #Events",218,119,588,23,2,12,Monday,neutral
344,Twitter,poll,2023-11-11 02:30,Best day ever! 🎉,"#Entertainment, #Politics",2742,143,116,16,2,2,Saturday,positive
345,Facebook,image,2023-09-05 18:45,Amazing experience! 🌟,"#Events, #Social",2667,276,834,21,2,18,Tuesday,positive
346,Instagram,image,2023-09-11 12:15,Best day ever! 🎉,"#Beauty, #Fitness",4327,148,962,16,2,12,Monday,positive
347,Twitter,carousel,2023-08-31 18:15,Disappointed but moving on.,"#Politics, #Trending, #Tech",2983,100,209,27,3,18,Thursday,negative
348,Facebook,text,2023-07-01 17:15,Could be better.,"#Marketing, #Social, #Friends",1387,175,242,16,3,17,Saturday,negative
349,Instagram,image,2023-08-15 21:15,Exciting news! 🚀,"#InstaDaily, #Foodie",45,311,612,16,2,21,Tuesday,positive
350,Twitter,video,2023-10-30 11:30,Exciting news! 🚀,"#Trending, #Entertainment",1937,147,494,16,2,11,Monday,positive
351,Twitter,image,2023-01-09 10:15,Could be better.,#Tech,383,81,309,16,1,10,Monday,negative
352,Twitter,text,2023-05-04 13:30,Here's a quick update.,#Tech,1843,58,408,22,1,13,Thursday,neutral
353,Twitter,carousel,2023-10-31 17:30,Best day ever! 🎉,"#Sports, #Memes",142,63,224,16,2,17,Tuesday,positive
354,Instagram,poll,2023-02-14 19:00,Could be better.,"#Travel, #Foodie, #Photography",4501,390,40,16,3,19,Tuesday,negative
355,Facebook,image,2023-07-22 10:30,Disappointed but moving on.,"#Marketing, #Social, #Friends",3110,453,382,27,3,10,Saturday,negative
356,Instagram,text,2023-05-06 09:45,Loving this new vibe! 😍,"#Fashion, #Beauty, #Tech",3354,367,261,23,3,9,Saturday,positive
357,Instagram,carousel,2023-01-09 03:00,"New post, check it out!","#Tech, #Beauty, #Photography",3840,450,397,23,3,3,Monday,neutral
358,Facebook,poll,2023-02-26 15:30,Feeling down today.,"#Social, #Marketing",117,410,600,19,2,15,Sunday,negative
359,Instagram,carousel,2023-03-26 01:30,Not my best day. 😞,#Fashion,2043,393,591,18,1,1,Sunday,negative
360,Facebook,carousel,2023-04-22 03:15,Disappointed but moving on.,"#Community, #Friends",147,500,294,27,2,3,Saturday,negative
361,Facebook,image,2023-04-12 13:00,Disappointed but moving on.,"#Social, #Friends, #Marketing",2250,483,636,27,3,13,Wednesday,negative
362,Instagram,video,2023-01-26 20:45,Not my best day. 😞,"#Fitness, #Photography, #Foodie",2571,225,884,18,3,20,Thursday,negative
363,Facebook,video,2023-08-04 15:45,Amazing experience! 🌟,#Events,1528,379,513,21,1,15,Friday,positive
364,Twitter,poll,2023-08-23 00:00,Amazing experience! 🌟,"#Entertainment, #Tech, #Memes",409,63,409,21,3,0,Wednesday,positive
365,Twitter,poll,2023-12-31 09:45,Not my best day. 😞,"#Entertainment, #Trending, #News",1273,230,267,18,3,9,Sunday,negative
366,Instagram,video,2023-04-19 08:45,"New post, check it out!",#Foodie,1296,500,588,23,1,8,Wednesday,neutral
367,Twitter,poll,2023-02-20 21:15,What do you think?,#Sports,1252,32,216,18,1,21,Monday,neutral
368,Instagram,poll,2023-05-06 10:15,Not my best day. 😞,"#Tech, #Travel",3874,500,489,18,2,10,Saturday,negative
369,Instagram,image,2023-10-03 05:15,Just another day.,#InstaDaily,3454,406,497,17,1,5,Tuesday,neutral
370,Facebook,image,2023-07-29 23:45,Disappointed but moving on.,#Friends,2470,323,251,27,1,23,Saturday,negative
371,Twitter,video,2023-06-16 15:45,Exciting news! 🚀,#Politics,752,209,250,16,1,15,Friday,positive
372,Facebook,poll,2023-11-25 23:30,Feeling down today.,#Family,2874,500,647,19,1,23,Saturday,negative
373,Facebook,carousel,2023-07-03 03:15,What do you think?,#Events,1471,263,489,18,1,3,Monday,neutral
374,Facebook,video,2023-10-22 07:30,Amazing experience! 🌟,"#Family, #Friends",2410,439,527,21,2,7,Sunday,positive
375,Instagram,poll,2023-11-14 09:45,Exciting news! 🚀,#Tech,1485,47,632,16,1,9,Tuesday,positive
376,Twitter,carousel,2023-11-03 08:00,Disappointed but moving on.,"#Politics, #News, #Tech",666,223,452,27,3,8,Friday,negative
377,Instagram,carousel,2023-01-03 05:30,Best day ever! 🎉,#Travel,109,288,510,16,1,5,Tuesday,positive
378,Twitter,text,2023-06-25 03:30,Loving this new vibe! 😍,"#Tech, #Memes",691,90,93,23,2,3,Sunday,positive
379,Twitter,image,2023-10-18 05:30,Best day ever! 🎉,#Memes,1532,51,224,16,1,5,Wednesday,positive
380,Twitter,image,2023-03-08 08:30,Amazing experience! 🌟,"#Tech, #Sports",2564,112,30,21,2,8,Wednesday,positive
381,Facebook,carousel,2023-01-13 17:30,Just another day.,"#Events, #Family, #Friends",1214,65,696,17,3,17,Friday,neutral
382,Facebook,image,2023-01-22 08:00,Not my best day. 😞,"#Friends, #Events",4513,438,799,18,2,8,Sunday,negative
383,Instagram,text,2023-10-26 01:00,Disappointed but moving on.,"#Travel, #Photography",2613,77,441,27,2,1,Thursday,negative
384,Instagram,text,2023-03-20 16:45,Could be better.,"#InstaDaily, #Foodie",3062,220,916,16,2,16,Monday,negative
385,Instagram,video,2023-06-07 12:15,Could be better.,"#Travel, #Tech",5000,344,753,16,2,12,Wednesday,negative
386,Facebook,text,2023-07-16 23:15,Disappointed but moving on.,"#Social, #Family",1239,81,424,27,2,23,Sunday,negative
387,Twitter,text,2023-11-27 07:45,Feeling down today.,"#Sports, #Trending, #Politics",261,170,477,19,3,7,Monday,negative
388,Facebook,image,2023-05-18 12:30,Could be better.,"#Family, #Events",825,457,771,16,2,12,Thursday,negative
389,Twitter,text,2023-02-02 00:00,What do you think?,#Tech,1439,97,453,18,1,0,Thursday,neutral
390,Instagram,image,2023-11-08 20:30,Exciting news! 🚀,"#Travel, #InstaDaily, #Fitness",4064,50,904,16,3,20,Wednesday,positive
391,Twitter,carousel,2023-11-13 02:15,Could be better.,"#Politics, #Sports",2952,212,493,16,2,2,Monday,negative
392,Instagram,poll,2023-02-28 16:15,"New post, check it out!","#Photography, #Beauty, #Fashion",2738,94,892,23,3,16,Tuesday,neutral
393,Facebook,video,2023-10-26 06:00,Could be better.,#Marketing,3924,239,550,16,1,6,Thursday,negative
394,Instagram,image,2023-10-11 17:45,"New post, check it out!",#Beauty,4856,396,37,23,1,17,Wednesday,neutral
395,Facebook,video,2023-08-17 15:30,Could be better.,#Family,7,287,886,16,1,15,Thursday,negative
396,Facebook,image,2023-03-21 09:15,Amazing experience! 🌟,#Community,4096,262,417,21,1,9,Tuesday,positive
397,Twitter,text,2023-04-26 16:45,Best day ever! 🎉,"#Trending, #News, #Politics",1818,32,245,16,3,16,Wednesday,positive
398,Twitter,image,2023-04-10 13:45,Amazing experience! 🌟,#Entertainment,1055,180,231,21,1,13,Monday,positive
399,Facebook,carousel,2023-01-01 05:45,Here's a quick update.,"#Community, #Events, #Friends",1500,214,419,22,3,5,Sunday,neutral
400,Twitter,carousel,2023-03-17 06:45,Amazing experience! 🌟,"#News, #Memes, #Politics",1489,79,200,21,3,6,Friday,positive
401,Facebook,text,2023-10-23 20:45,"New post, check it out!",#Family,2948,309,1000,23,1,20,Monday,neutral
402,Twitter,carousel,2023-03-14 01:15,Here's a quick update.,#Memes,246,70,325,22,1,1,Tuesday,neutral
403,Twitter,image,2023-09-23 22:00,Amazing experience! 🌟,#News,3469,200,2,21,1,22,Saturday,positive
404,Twitter,image,2023-05-15 15:15,Loving this new vibe! 😍,"#Tech, #News, #Entertainment",2779,226,216,23,3,15,Monday,positive
405,Instagram,carousel,2023-05-30 17:30,Feeling down today.,"#Foodie, #Fashion",8,43,219,19,2,17,Tuesday,negative
406,Instagram,image,2023-11-22 08:00,Just another day.,"#Fitness, #Beauty",210,147,832,17,2,8,Wednesday,neutral
407,Twitter,carousel,2023-04-11 06:15,Could be better.,#Entertainment,880,205,475,16,1,6,Tuesday,negative
408,Facebook,carousel,2023-04-10 15:45,Here's a quick update.,"#Social, #Family",2319,276,833,22,2,15,Monday,neutral
409,Instagram,text,2023-11-08 10:00,Could be better.,"#Fashion, #Travel",2925,416,571,16,2,10,Wednesday,negative
410,Twitter,poll,2023-04-15 18:30,Amazing experience! 🌟,#Tech,2754,137,330,21,1,18,Saturday,positive
411,Facebook,poll,2023-08-17 09:30,Could be better.,"#Marketing, #Social",1364,270,419,16,2,9,Thursday,negative
412,Facebook,carousel,2023-09-26 02:00,Just another day.,"#Events, #Social, #Friends",3647,257,126,17,3,2,Tuesday,neutral
413,Instagram,carousel,2023-10-21 01:30,Exciting news! 🚀,#Travel,78,289,958,16,1,1,Saturday,positive
414,Instagram,text,2023-08-14 04:45,Not my best day. 😞,"#InstaDaily, #Tech",898,251,617,18,2,4,Monday,negative
415,Facebook,video,2023-07-29 08:45,Not my best day. 😞,"#Community, #Family",1864,500,250,18,2,8,Saturday,negative
416,Instagram,text,2023-09-07 03:15,Best day ever! 🎉,"#Fitness, #Foodie, #Beauty",1425,285,757,16,3,3,Thursday,positive
417,Twitter,carousel,2023-08-22 12:00,Best day ever! 🎉,#Sports,3417,78,284,16,1,12,Tuesday,positive
418,Facebook,text,2023-07-06 05:15,What do you think?,"#Social, #Events, #Friends",2613,98,681,18,3,5,Thursday,neutral
419,Twitter,carousel,2023-03-29 03:30,Best day ever! 🎉,#Sports,2701,41,235,16,1,3,Wednesday,positive
420,Twitter,poll,2023-12-09 16:00,Just another day.,#Memes,42,52,23,17,1,16,Saturday,neutral
421,Facebook,text,2023-08-27 21:30,"New post, check it out!","#Family, #Community",1917,263,706,23,2,21,Sunday,neutral
422,Instagram,image,2023-04-28 07:30,Exciting news! 🚀,"#Fashion, #Photography",151,153,914,16,2,7,Friday,positive
423,Twitter,poll,2023-12-02 21:30,Just another day.,#Memes,243,21,243,17,1,21,Saturday,neutral
424,Twitter,image,2023-12-27 14:45,Here's a quick update.,#Politics,2235,53,277,22,1,14,Wednesday,neutral
425,Instagram,text,2023-05-27 18:30,Amazing experience! 🌟,"#Foodie, #Beauty, #Photography",2114,483,838,21,3,18,Saturday,positive
426,Instagram,carousel,2023-06-21 20:00,Amazing experience! 🌟,#Beauty,5000,429,770,21,1,20,Wednesday,positive
427,Facebook,carousel,2023-12-28 10:15,Disappointed but moving on.,"#Community, #Friends, #Family",837,62,65,27,3,10,Thursday,negative
428,Facebook,image,2023-09-25 17:30,Could be better.,#Community,1626,248,213,16,1,17,Monday,negative
429,Facebook,image,2023-09-19 15:15,Here's a quick update.,"#Friends, #Events, #Community",426,168,940,22,3,15,Tuesday,neutral
430,Twitter,video,2023-01-25 11:15,Amazing experience! 🌟,"#Politics, #Tech, #News",795,32,336,21,3,11,Wednesday,positive
431,Instagram,text,2023-08-28 05:30,Not my best day. 😞,"#Fashion, #Fitness, #Foodie",3337,314,776,18,3,5,Monday,negative
432,Twitter,poll,2023-12-22 09:00,Loving this new vibe! 😍,"#Politics, #Entertainment",2253,144,342,23,2,9,Friday,positive
433,Instagram,carousel,2023-02-01 18:45,Disappointed but moving on.,#Tech,5000,180,59,27,1,18,Wednesday,negative
434,Facebook,carousel,2023-09-12 11:00,Best day ever! 🎉,#Friends,1714,322,657,16,1,11,Tuesday,positive
435,Facebook,text,2023-06-04 14:45,Could be better.,#Friends,3732,27,699,16,1,14,Sunday,negative
436,Twitter,video,2023-06-06 01:15,"New post, check it out!",#Trending,2795,210,30,23,1,1,Tuesday,neutral
437,Twitter,image,2023-05-03 21:30,Not my best day. 😞,#Memes,1597,163,244,18,1,21,Wednesday,negative
438,Facebook,video,2023-04-13 20:30,"New post, check it out!",#Marketing,5000,500,822,23,1,20,Thursday,neutral
439,Instagram,video,2023-11-20 13:15,Just another day.,"#InstaDaily, #Travel",1142,240,675,17,2,13,Monday,neutral
440,Twitter,video,2023-07-21 18:00,Here's a quick update.,"#Entertainment, #Memes",3866,229,420,22,2,18,Friday,neutral
441,Facebook,video,2023-01-24 01:45,Not my best day. 😞,"#Events, #Friends",4845,173,422,18,2,1,Tuesday,negative
442,Twitter,carousel,2023-11-26 09:00,Best day ever! 🎉,"#News, #Tech, #Politics",27,146,322,16,3,9,Sunday,positive
443,Facebook,image,2023-04-22 23:00,Could be better.,#Events,4557,234,589,16,1,23,Saturday,negative
444,Twitter,text,2023-02-23 16:00,What do you think?,#Tech,1448,87,228,18,1,16,Thursday,neutral
445,Facebook,video,2023-10-06 01:15,Could be better.,"#Social, #Community",1062,399,805,16,2,1,Friday,negative
446,Instagram,carousel,2023-12-30 09:45,Best day ever! 🎉,"#Beauty, #Travel",1585,87,413,16,2,9,Saturday,positive
447,Twitter,image,2023-06-01 06:00,Best day ever! 🎉,#News,1619,203,400,16,1,6,Thursday,positive
448,Twitter,text,2023-12-30 18:15,What do you think?,#News,2034,78,375,18,1,18,Saturday,neutral
449,Facebook,image,2023-09-13 04:00,Not my best day. 😞,"#Friends, #Social",263,231,365,18,2,4,Wednesday,negative
